native,skill,cm,U,E,LF,u,MA_LF,MA_u
"0. Immigrant","0. Low",1996m1,842580,7685877,8528457,.0987963,,
"0. Immigrant","0. Low",1996m2,745038,7884463,8629501,.0863362,,
"0. Immigrant","0. Low",1996m3,780187,7871438,8651625,.0901781,,
"0. Immigrant","0. Low",1996m4,769463,8060860,8830323,.0871387,,
"0. Immigrant","0. Low",1996m5,662004,8090559,8752563,.0756354,,
"0. Immigrant","0. Low",1996m6,658268,8078467,8736735,.0753449,,
"0. Immigrant","0. Low",1996m7,633624,7857619,8491243,.0746209,8761068,.0776745
"0. Immigrant","0. Low",1996m8,614193,8225328,8839521,.0694826,8810263,.0769097
"0. Immigrant","0. Low",1996m9,612331,8037636,8649967,.07079,8860921,.0761087
"0. Immigrant","0. Low",1996m10,621119,8301247,8922366,.0696137,8901611,.07534
"0. Immigrant","0. Low",1996m11,630071,8277078,8907149,.0707377,8928844,.0745128
"0. Immigrant","0. Low",1996m12,602392,8276985,8879377,.0678417,8952003,.0736453
"0. Immigrant","0. Low",1997m1,823632,8332805,9156437,.0899511,8976697,.0730785
"0. Immigrant","0. Low",1997m2,705452,8476753,9182205,.0768282,9006722,.0724294
"0. Immigrant","0. Low",1997m3,749477,8565246,9314723,.0804615,9044491,.0717609
"0. Immigrant","0. Low",1997m4,716917,8426841,9143758,.0784051,9089141,.07129
"0. Immigrant","0. Low",1997m5,586637,8506099,9092736,.0645171,9124089,.0707783
"0. Immigrant","0. Low",1997m6,587655,8364717,8952372,.0656424,9156320,.0707195
"0. Immigrant","0. Low",1997m7,627173,8241077,8868250,.0707212,9184091,.0700454
"0. Immigrant","0. Low",1997m8,530824,8652301,9183125,.0578043,9201698,.0689514
"0. Immigrant","0. Low",1997m9,611950,8600855,9212805,.0664239,9216417,.0682016
"0. Immigrant","0. Low",1997m10,591127,8840015,9431142,.0626782,9233199,.0668011
"0. Immigrant","0. Low",1997m11,604029,8633101,9237130,.0653914,9258377,.0655583
"0. Immigrant","0. Low",1997m12,669180,8653752,9322932,.0717779,9285850,.0650985
"0. Immigrant","0. Low",1998m1,655013,8724373,9379386,.0698354,9322583,.0646598
"0. Immigrant","0. Low",1998m2,663200,8718631,9381831,.0706898,9364701,.0640815
"0. Immigrant","0. Low",1998m3,649563,8818783,9468346,.0686036,9397485,.0632173
"0. Immigrant","0. Low",1998m4,532117,8860790,9392907,.0566509,9421109,.0625997
"0. Immigrant","0. Low",1998m5,533271,8914597,9447868,.0564435,9441467,.0622774
"0. Immigrant","0. Low",1998m6,580217,8676362,9256579,.0626816,9455354,.061607
"0. Immigrant","0. Low",1998m7,596520,8849113,9445633,.063153,9462751,.0612081
"0. Immigrant","0. Low",1998m8,495188,9121401,9616589,.0514931,9460386,.0609481
"0. Immigrant","0. Low",1998m9,497383,9068776,9566159,.051994,9447251,.0603543
"0. Immigrant","0. Low",1998m10,600746,9044024,9644770,.0622872,9437887,.0600104
"0. Immigrant","0. Low",1998m11,552136,8959957,9512093,.0580457,9435366,.0598083
"0. Immigrant","0. Low",1998m12,591348,8789900,9381248,.0630351,9442869,.0592162
"0. Immigrant","0. Low",1999m1,655433,8843156,9498589,.0690032,9443771,.0586826
"0. Immigrant","0. Low",1999m2,600987,8604887,9205874,.065283,9435999,.058885
"0. Immigrant","0. Low",1999m3,557503,8771562,9329065,.0597598,9444517,.0592479
"0. Immigrant","0. Low",1999m4,532762,8774698,9307460,.0572403,9468143,.0586958
"0. Immigrant","0. Low",1999m5,483136,8989669,9472805,.0510024,9499987,.0577931
"0. Immigrant","0. Low",1999m6,507420,8904283,9411703,.0539137,9545824,.0568569
"0. Immigrant","0. Low",1999m7,550474,8761682,9312156,.0591135,9629715,.0558626
"0. Immigrant","0. Low",1999m8,577548,8985988,9563536,.0603906,9726801,.0549926
"0. Immigrant","0. Low",1999m9,508921,9314735,9823656,.0518057,9819073,.054527
"0. Immigrant","0. Low",1999m10,490003,9464297,9954300,.0492253,9921940,.0540807
"0. Immigrant","0. Low",1999m11,492787,9474017,9966804,.0494428,1.00e+07,.0532545
"0. Immigrant","0. Low",1999m12,493001,9533632,1.00e+07,.0491691,1.01e+07,.0523237
"0. Immigrant","0. Low",2000m1,641192,1.02e+07,1.09e+07,.0590059,1.02e+07,.0513
"0. Immigrant","0. Low",2000m2,553155,9614797,1.02e+07,.0544018,1.04e+07,.0502512
"0. Immigrant","0. Low",2000m3,629242,9952266,1.06e+07,.0594662,1.05e+07,.0496816
"0. Immigrant","0. Low",2000m4,492739,1.00e+07,1.05e+07,.0468213,1.06e+07,.0496694
"0. Immigrant","0. Low",2000m5,446357,1.03e+07,1.07e+07,.0415929,1.07e+07,.0497666
"0. Immigrant","0. Low",2000m6,439803,1.03e+07,1.07e+07,.0409843,1.08e+07,.0498587
"0. Immigrant","0. Low",2000m7,510407,1.02e+07,1.08e+07,.0474747,1.09e+07,.0497567
"0. Immigrant","0. Low",2000m8,515728,1.05e+07,1.10e+07,.0468572,1.09e+07,.049793
"0. Immigrant","0. Low",2000m9,579766,1.06e+07,1.12e+07,.051669,1.10e+07,.0499939
"0. Immigrant","0. Low",2000m10,543305,1.05e+07,1.11e+07,.0490705,1.10e+07,.0504082
"0. Immigrant","0. Low",2000m11,588370,1.07e+07,1.13e+07,.0519285,1.10e+07,.0510966
"0. Immigrant","0. Low",2000m12,551027,1.07e+07,1.13e+07,.0488946,1.10e+07,.0521665
"0. Immigrant","0. Low",2001m1,640636,1.06e+07,1.13e+07,.0568337,1.09e+07,.0531923
"0. Immigrant","0. Low",2001m2,641066,1.05e+07,1.12e+07,.0574444,1.09e+07,.0540463
"0. Immigrant","0. Low",2001m3,681011,1.04e+07,1.11e+07,.0612454,1.10e+07,.0549598
"0. Immigrant","0. Low",2001m4,533838,9174954,9708792,.054985,1.10e+07,.0556697
"0. Immigrant","0. Low",2001m5,550487,1.05e+07,1.10e+07,.0499519,1.10e+07,.0569505
"0. Immigrant","0. Low",2001m6,599926,9690195,1.03e+07,.0583012,1.10e+07,.0590649
"0. Immigrant","0. Low",2001m7,588372,1.02e+07,1.07e+07,.054778,1.11e+07,.0614239
"0. Immigrant","0. Low",2001m8,663954,1.04e+07,1.11e+07,.0600504,1.11e+07,.0631543
"0. Immigrant","0. Low",2001m9,695896,1.08e+07,1.15e+07,.0603979,1.11e+07,.0643542
"0. Immigrant","0. Low",2001m10,656539,1.08e+07,1.14e+07,.0573795,1.12e+07,.0655805
"0. Immigrant","0. Low",2001m11,865342,1.08e+07,1.16e+07,.07436,1.13e+07,.0668049
"0. Immigrant","0. Low",2001m12,892320,1.07e+07,1.16e+07,.0772079,1.13e+07,.0680544
"0. Immigrant","0. Low",2002m1,976995,1.05e+07,1.15e+07,.0851358,1.14e+07,.0693564
"0. Immigrant","0. Low",2002m2,817161,1.07e+07,1.16e+07,.0706731,1.14e+07,.0704739
"0. Immigrant","0. Low",2002m3,870667,1.05e+07,1.13e+07,.0768134,1.14e+07,.0708043
"0. Immigrant","0. Low",2002m4,787054,1.06e+07,1.14e+07,.0688492,1.14e+07,.0711805
"0. Immigrant","0. Low",2002m5,739836,1.06e+07,1.13e+07,.0654731,1.14e+07,.0714841
"0. Immigrant","0. Low",2002m6,817459,1.04e+07,1.12e+07,.0727675,1.15e+07,.0711029
"0. Immigrant","0. Low",2002m7,791507,1.03e+07,1.11e+07,.0715607,1.15e+07,.0709118
"0. Immigrant","0. Low",2002m8,794991,1.05e+07,1.13e+07,.070087,1.15e+07,.0713094
"0. Immigrant","0. Low",2002m9,681165,1.10e+07,1.17e+07,.0582912,1.15e+07,.0718785
"0. Immigrant","0. Low",2002m10,797933,1.08e+07,1.16e+07,.0685161,1.16e+07,.0720788
"0. Immigrant","0. Low",2002m11,838435,1.11e+07,1.19e+07,.0705098,1.16e+07,.0720448
"0. Immigrant","0. Low",2002m12,840515,1.08e+07,1.17e+07,.0719078,1.17e+07,.0722652
"0. Immigrant","0. Low",2003m1,1000974,1.07e+07,1.17e+07,.0858493,1.18e+07,.0726836
"0. Immigrant","0. Low",2003m2,927495,1.07e+07,1.17e+07,.0795016,1.18e+07,.0728966
"0. Immigrant","0. Low",2003m3,987885,1.11e+07,1.21e+07,.0816449,1.18e+07,.0735575
"0. Immigrant","0. Low",2003m4,837005,1.13e+07,1.22e+07,.0688237,1.18e+07,.0739594
"0. Immigrant","0. Low",2003m5,775331,1.12e+07,1.20e+07,.0646839,1.19e+07,.0734132
"0. Immigrant","0. Low",2003m6,929910,1.09e+07,1.18e+07,.0788458,1.19e+07,.0724868
"0. Immigrant","0. Low",2003m7,889278,1.09e+07,1.18e+07,.0755236,1.19e+07,.0714693
"0. Immigrant","0. Low",2003m8,831085,1.08e+07,1.17e+07,.0712361,1.19e+07,.0707183
"0. Immigrant","0. Low",2003m9,867027,1.10e+07,1.19e+07,.0730034,1.19e+07,.0697533
"0. Immigrant","0. Low",2003m10,768453,1.13e+07,1.21e+07,.0634502,1.19e+07,.0688144
"0. Immigrant","0. Low",2003m11,747639,1.12e+07,1.20e+07,.062467,1.19e+07,.0681864
"0. Immigrant","0. Low",2003m12,689934,1.13e+07,1.20e+07,.057716,1.19e+07,.0672735
"0. Immigrant","0. Low",2004m1,888002,1.09e+07,1.17e+07,.075621,1.19e+07,.0659362
"0. Immigrant","0. Low",2004m2,824583,1.07e+07,1.15e+07,.0717064,1.19e+07,.064721
"0. Immigrant","0. Low",2004m3,792337,1.12e+07,1.20e+07,.0662793,1.20e+07,.0635883
"0. Immigrant","0. Low",2004m4,746895,1.14e+07,1.21e+07,.0616556,1.20e+07,.0625433
"0. Immigrant","0. Low",2004m5,703495,1.17e+07,1.24e+07,.0567816,1.20e+07,.0617866
"0. Immigrant","0. Low",2004m6,771218,1.11e+07,1.19e+07,.064837,1.20e+07,.0617408
"0. Immigrant","0. Low",2004m7,692948,1.14e+07,1.21e+07,.0574387,1.20e+07,.0618725
"0. Immigrant","0. Low",2004m8,720415,1.13e+07,1.20e+07,.0601554,1.20e+07,.0613929
"0. Immigrant","0. Low",2004m9,694049,1.15e+07,1.22e+07,.0568984,1.20e+07,.0607461
"0. Immigrant","0. Low",2004m10,667836,1.16e+07,1.23e+07,.0544758,1.21e+07,.059973
"0. Immigrant","0. Low",2004m11,643637,1.14e+07,1.21e+07,.0532815,1.21e+07,.0589515
"0. Immigrant","0. Low",2004m12,781396,1.11e+07,1.19e+07,.0658017,1.21e+07,.0578118
"0. Immigrant","0. Low",2005m1,840420,1.10e+07,1.19e+07,.0706956,1.22e+07,.0572881
"0. Immigrant","0. Low",2005m2,765312,1.10e+07,1.18e+07,.0651233,1.22e+07,.0566964
"0. Immigrant","0. Low",2005m3,699973,1.15e+07,1.22e+07,.0573388,1.22e+07,.0558653
"0. Immigrant","0. Low",2005m4,644559,1.17e+07,1.24e+07,.05204,1.22e+07,.0554086
"0. Immigrant","0. Low",2005m5,520071,1.19e+07,1.24e+07,.0418817,1.22e+07,.055131
"0. Immigrant","0. Low",2005m6,669018,1.21e+07,1.28e+07,.052385,1.22e+07,.0545
"0. Immigrant","0. Low",2005m7,698531,1.15e+07,1.22e+07,.0573215,1.23e+07,.0534593
"0. Immigrant","0. Low",2005m8,553358,1.15e+07,1.20e+07,.0460712,1.23e+07,.0525788
"0. Immigrant","0. Low",2005m9,615028,1.14e+07,1.21e+07,.0510375,1.23e+07,.0518149
"0. Immigrant","0. Low",2005m10,627314,1.21e+07,1.27e+07,.0493754,1.23e+07,.0511229
"0. Immigrant","0. Low",2005m11,634468,1.16e+07,1.23e+07,.0517202,1.24e+07,.0507287
"0. Immigrant","0. Low",2005m12,639905,1.16e+07,1.23e+07,.0522188,1.24e+07,.0502966
"0. Immigrant","0. Low",2006m1,722741,1.15e+07,1.22e+07,.0593013,1.24e+07,.0497063
"0. Immigrant","0. Low",2006m2,676260,1.15e+07,1.22e+07,.055385,1.25e+07,.0495297
"0. Immigrant","0. Low",2006m3,612370,1.20e+07,1.26e+07,.0487432,1.26e+07,.0493944
"0. Immigrant","0. Low",2006m4,558689,1.21e+07,1.27e+07,.0440274,1.26e+07,.0487707
"0. Immigrant","0. Low",2006m5,509738,1.21e+07,1.26e+07,.0404332,1.27e+07,.0481627
"0. Immigrant","0. Low",2006m6,560941,1.23e+07,1.29e+07,.0434635,1.27e+07,.0477305
"0. Immigrant","0. Low",2006m7,667391,1.21e+07,1.28e+07,.0520766,1.27e+07,.0474323
"0. Immigrant","0. Low",2006m8,614435,1.24e+07,1.31e+07,.0470776,1.28e+07,.0476208
"0. Immigrant","0. Low",2006m9,609609,1.24e+07,1.30e+07,.0467848,1.28e+07,.0479177
"0. Immigrant","0. Low",2006m10,511078,1.27e+07,1.32e+07,.0386572,1.29e+07,.0482146
"0. Immigrant","0. Low",2006m11,602987,1.20e+07,1.26e+07,.0478478,1.29e+07,.0487215
"0. Immigrant","0. Low",2006m12,562162,1.17e+07,1.23e+07,.0457175,1.29e+07,.0491135
"0. Immigrant","0. Low",2007m1,746478,1.20e+07,1.27e+07,.0586462,1.30e+07,.0489597
"0. Immigrant","0. Low",2007m2,783838,1.22e+07,1.29e+07,.0605641,1.30e+07,.0487606
"0. Immigrant","0. Low",2007m3,666808,1.25e+07,1.32e+07,.0506896,1.30e+07,.0490123
"0. Immigrant","0. Low",2007m4,647762,1.25e+07,1.32e+07,.0492075,1.30e+07,.0497129
"0. Immigrant","0. Low",2007m5,619198,1.24e+07,1.31e+07,.0474188,1.31e+07,.0504084
"0. Immigrant","0. Low",2007m6,606653,1.26e+07,1.32e+07,.0458848,1.32e+07,.0510738
"0. Immigrant","0. Low",2007m7,605599,1.26e+07,1.32e+07,.0459649,1.32e+07,.0519545
"0. Immigrant","0. Low",2007m8,652130,1.28e+07,1.35e+07,.04841,1.32e+07,.0527417
"0. Immigrant","0. Low",2007m9,689355,1.27e+07,1.34e+07,.0514948,1.32e+07,.0538218
"0. Immigrant","0. Low",2007m10,683157,1.28e+07,1.35e+07,.0507592,1.32e+07,.0547839
"0. Immigrant","0. Low",2007m11,706381,1.28e+07,1.35e+07,.0524385,1.32e+07,.0556128
"0. Immigrant","0. Low",2007m12,748560,1.24e+07,1.31e+07,.0570968,1.32e+07,.0568924
"0. Immigrant","0. Low",2008m1,902057,1.23e+07,1.32e+07,.0684038,1.32e+07,.0583417
"0. Immigrant","0. Low",2008m2,883431,1.18e+07,1.27e+07,.0696991,1.32e+07,.0600639
"0. Immigrant","0. Low",2008m3,869877,1.20e+07,1.29e+07,.0674767,1.32e+07,.0616905
"0. Immigrant","0. Low",2008m4,707823,1.20e+07,1.28e+07,.0555113,1.31e+07,.0631858
"0. Immigrant","0. Low",2008m5,791916,1.22e+07,1.30e+07,.0610089,1.31e+07,.0649305
"0. Immigrant","0. Low",2008m6,850404,1.26e+07,1.35e+07,.0630052,1.31e+07,.0673291
"0. Immigrant","0. Low",2008m7,858472,1.26e+07,1.35e+07,.063627,1.31e+07,.0702997
"0. Immigrant","0. Low",2008m8,946081,1.22e+07,1.31e+07,.0720802,1.30e+07,.0735467
"0. Immigrant","0. Low",2008m9,872204,1.22e+07,1.30e+07,.0668633,1.30e+07,.0771518
"0. Immigrant","0. Low",2008m10,932992,1.22e+07,1.31e+07,.0712796,1.30e+07,.0806749
"0. Immigrant","0. Low",2008m11,962689,1.21e+07,1.30e+07,.0737895,1.30e+07,.0843398
"0. Immigrant","0. Low",2008m12,1229780,1.19e+07,1.32e+07,.0933132,1.30e+07,.0881907
"0. Immigrant","0. Low",2009m1,1321703,1.15e+07,1.28e+07,.103481,1.30e+07,.0921166
"0. Immigrant","0. Low",2009m2,1398717,1.10e+07,1.24e+07,.112551,1.29e+07,.0957398
"0. Immigrant","0. Low",2009m3,1401252,1.12e+07,1.26e+07,.1111461,1.29e+07,.0992101
"0. Immigrant","0. Low",2009m4,1224962,1.15e+07,1.27e+07,.0963974,1.29e+07,.1028257
"0. Immigrant","0. Low",2009m5,1408573,1.16e+07,1.30e+07,.108079,1.30e+07,.1061489
"0. Immigrant","0. Low",2009m6,1420146,1.17e+07,1.31e+07,.1083566,1.30e+07,.1090448
"0. Immigrant","0. Low",2009m7,1481691,1.17e+07,1.32e+07,.1124975,1.30e+07,.1115336
"0. Immigrant","0. Low",2009m8,1443964,1.17e+07,1.31e+07,.110167,1.30e+07,.1137661
"0. Immigrant","0. Low",2009m9,1478305,1.17e+07,1.32e+07,.1120632,1.31e+07,.1154129
"0. Immigrant","0. Low",2009m10,1468287,1.15e+07,1.30e+07,.1128554,1.31e+07,.1163197
"0. Immigrant","0. Low",2009m11,1491694,1.18e+07,1.33e+07,.1119704,1.31e+07,.1160775
"0. Immigrant","0. Low",2009m12,1626706,1.14e+07,1.31e+07,.1246328,1.31e+07,.1154614
"0. Immigrant","0. Low",2010m1,1763124,1.16e+07,1.34e+07,.131892,1.32e+07,.1153404
"0. Immigrant","0. Low",2010m2,1751018,1.10e+07,1.27e+07,.1377194,1.32e+07,.1152145
"0. Immigrant","0. Low",2010m3,1637067,1.14e+07,1.30e+07,.1255025,1.33e+07,.1147565
"0. Immigrant","0. Low",2010m4,1350334,1.17e+07,1.30e+07,.1038042,1.33e+07,.1141497
"0. Immigrant","0. Low",2010m5,1273350,1.22e+07,1.34e+07,.0948599,1.33e+07,.1141444
"0. Immigrant","0. Low",2010m6,1456612,1.22e+07,1.36e+07,.1067877,1.34e+07,.1140927
"0. Immigrant","0. Low",2010m7,1523269,1.22e+07,1.37e+07,.1111621,1.34e+07,.113584
"0. Immigrant","0. Low",2010m8,1471463,1.21e+07,1.36e+07,.1084825,1.34e+07,.1122662
"0. Immigrant","0. Low",2010m9,1397347,1.22e+07,1.36e+07,.1027553,1.34e+07,.11048
"0. Immigrant","0. Low",2010m10,1430771,1.19e+07,1.33e+07,.1075996,1.34e+07,.1100774
"0. Immigrant","0. Low",2010m11,1582720,1.19e+07,1.35e+07,.1170994,1.33e+07,.1103495
"0. Immigrant","0. Low",2010m12,1612415,1.20e+07,1.36e+07,.118262,1.33e+07,.1101009
"0. Immigrant","0. Low",2011m1,1689567,1.17e+07,1.34e+07,.1260556,1.33e+07,.109568
"0. Immigrant","0. Low",2011m2,1427215,1.13e+07,1.28e+07,.1119286,1.32e+07,.1090931
"0. Immigrant","0. Low",2011m3,1395383,1.15e+07,1.29e+07,.1084241,1.32e+07,.1089843
"0. Immigrant","0. Low",2011m4,1427888,1.14e+07,1.28e+07,.1112202,1.32e+07,.1087041
"0. Immigrant","0. Low",2011m5,1249639,1.20e+07,1.33e+07,.093974,1.32e+07,.1074631
"0. Immigrant","0. Low",2011m6,1324289,1.17e+07,1.30e+07,.1017079,1.32e+07,.1059659
"0. Immigrant","0. Low",2011m7,1384781,1.20e+07,1.34e+07,.103452,1.32e+07,.1048094
"0. Immigrant","0. Low",2011m8,1379316,1.18e+07,1.32e+07,.1047955,1.32e+07,.104248
"0. Immigrant","0. Low",2011m9,1411052,1.22e+07,1.36e+07,.1038297,1.32e+07,.1038814
"0. Immigrant","0. Low",2011m10,1322590,1.19e+07,1.33e+07,.0998019,1.32e+07,.1028093
"0. Immigrant","0. Low",2011m11,1259627,1.20e+07,1.32e+07,.095113,1.32e+07,.1017809
"0. Immigrant","0. Low",2011m12,1362598,1.17e+07,1.31e+07,.1043159,1.33e+07,.1011304
"0. Immigrant","0. Low",2012m1,1501112,1.19e+07,1.34e+07,.1122435,1.33e+07,.1002998
"0. Immigrant","0. Low",2012m2,1458973,1.15e+07,1.30e+07,.1122687,1.33e+07,.0991949
"0. Immigrant","0. Low",2012m3,1294672,1.17e+07,1.30e+07,.0992841,1.33e+07,.0980337
"0. Immigrant","0. Low",2012m4,1232310,1.18e+07,1.30e+07,.0946309,1.33e+07,.0971643
"0. Immigrant","0. Low",2012m5,1170734,1.25e+07,1.36e+07,.085881,1.33e+07,.0968609
"0. Immigrant","0. Low",2012m6,1293482,1.24e+07,1.37e+07,.094189,1.33e+07,.0963217
"0. Immigrant","0. Low",2012m7,1234129,1.23e+07,1.36e+07,.0910369,1.33e+07,.0952185
"0. Immigrant","0. Low",2012m8,1195913,1.20e+07,1.32e+07,.0906931,1.33e+07,.093987
"0. Immigrant","0. Low",2012m9,1220381,1.23e+07,1.36e+07,.0900621,1.33e+07,.0928371
"0. Immigrant","0. Low",2012m10,1226407,1.20e+07,1.32e+07,.0927037,1.33e+07,.0916771
"0. Immigrant","0. Low",2012m11,1266232,1.21e+07,1.33e+07,.0949305,1.33e+07,.0905012
"0. Immigrant","0. Low",2012m12,1210488,1.20e+07,1.32e+07,.0915586,1.33e+07,.0890957
"0. Immigrant","0. Low",2013m1,1298734,1.19e+07,1.32e+07,.098524,1.33e+07,.087483
"0. Immigrant","0. Low",2013m2,1259337,1.18e+07,1.31e+07,.0964323,1.33e+07,.0864575
"0. Immigrant","0. Low",2013m3,1160870,1.21e+07,1.33e+07,.0875214,1.33e+07,.0855422
"0. Immigrant","0. Low",2013m4,1019361,1.20e+07,1.30e+07,.078554,1.33e+07,.0844141
"0. Immigrant","0. Low",2013m5,987925,1.24e+07,1.34e+07,.0737362,1.33e+07,.0830312
"0. Immigrant","0. Low",2013m6,972601,1.24e+07,1.34e+07,.0726011,,
"0. Immigrant","0. Low",2013m7,991272,1.24e+07,1.34e+07,.0739202,,
"0. Immigrant","0. Low",2013m8,1110904,1.22e+07,1.34e+07,.0831994,,
"0. Immigrant","0. Low",2013m9,1013168,1.24e+07,1.34e+07,.0755868,,
"0. Immigrant","0. Low",2013m10,1047388,1.20e+07,1.31e+07,.0801049,,
"0. Immigrant","0. Low",2013m11,991928,1.24e+07,1.33e+07,.0743396,,
"0. Immigrant","1. High",1996m1,141208,2774053,2915261,.0484375,,
"0. Immigrant","1. High",1996m2,105385,2818583,2923968,.0360418,,
"0. Immigrant","1. High",1996m3,94465,2856279,2950744,.032014,,
"0. Immigrant","1. High",1996m4,84417,2702846,2787263,.0302867,,
"0. Immigrant","1. High",1996m5,90970,2723462,2814432,.0323227,,
"0. Immigrant","1. High",1996m6,93711,2666191,2759902,.0339545,,
"0. Immigrant","1. High",1996m7,152192,2747813,2900005,.0524799,2936152,.0380944
"0. Immigrant","1. High",1996m8,147616,2937592,3085208,.0478464,2950933,.0376361
"0. Immigrant","1. High",1996m9,148356,3031649,3180005,.0466528,2976938,.0375563
"0. Immigrant","1. High",1996m10,123686,2891838,3015524,.0410164,3013881,.0376108
"0. Immigrant","1. High",1996m11,110779,2821309,2932088,.0377816,3045768,.0381935
"0. Immigrant","1. High",1996m12,65695,2844479,2910174,.0225743,3064541,.038994
"0. Immigrant","1. High",1997m1,121007,2912749,3033756,.0398869,3076893,.0387782
"0. Immigrant","1. High",1997m2,106158,3054053,3160211,.0335921,3084938,.0376438
"0. Immigrant","1. High",1997m3,108673,3229960,3338633,.0325501,3091566,.0365609
"0. Immigrant","1. High",1997m4,102057,3183954,3286011,.031058,3103032,.0356559
"0. Immigrant","1. High",1997m5,140292,2940672,3080964,.0455351,3120407,.0345657
"0. Immigrant","1. High",1997m6,117621,2826313,2943934,.0399537,3144316,.0340691
"0. Immigrant","1. High",1997m7,124416,2887995,3012411,.0413011,3171130,.0336375
"0. Immigrant","1. High",1997m8,100674,3065197,3165871,.0317998,3192385,.0328049
"0. Immigrant","1. High",1997m9,119621,3138807,3258428,.0367113,3211009,.0320343
"0. Immigrant","1. High",1997m10,93920,3118362,3212282,.0292378,3225258,.0309685
"0. Immigrant","1. High",1997m11,73751,3078569,3152320,.0233958,3238526,.0293574
"0. Immigrant","1. High",1997m12,81724,3182053,3263777,.0250397,3256745,.0277286
"0. Immigrant","1. High",1998m1,89951,3233730,3323681,.0270637,3277473,.026623
"0. Immigrant","1. High",1998m2,89354,3291055,3380409,.0264329,3295745,.0262446
"0. Immigrant","1. High",1998m3,75642,3489760,3565402,.0212156,3307422,.025969
"0. Immigrant","1. High",1998m4,57184,3344048,3401232,.0168127,3319782,.0255607
"0. Immigrant","1. High",1998m5,69341,3214832,3284173,.0211137,3342038,.0254926
"0. Immigrant","1. High",1998m6,80352,3097613,3177965,.0252841,3364884,.0253351
"0. Immigrant","1. High",1998m7,96431,3179431,3275862,.0294368,3381760,.0252658
"0. Immigrant","1. High",1998m8,115541,3225401,3340942,.0345834,3394183,.025283
"0. Immigrant","1. High",1998m9,91867,3271732,3363599,.0273121,3389560,.0256502
"0. Immigrant","1. High",1998m10,98156,3305604,3403760,.0288375,3381724,.0264104
"0. Immigrant","1. High",1998m11,77455,3417526,3494981,.0221618,3393388,.0265195
"0. Immigrant","1. High",1998m12,78041,3391387,3469428,.0224939,3415285,.0261165
"0. Immigrant","1. High",1999m1,98460,3424600,3523060,.0279473,3436258,.0257872
"0. Immigrant","1. High",1999m2,90320,3388859,3479179,.0259601,3455869,.0251874
"0. Immigrant","1. High",1999m3,102353,3253332,3355685,.0305014,3477109,.0248314
"0. Immigrant","1. High",1999m4,88214,3334657,3422871,.0257719,3494979,.0247129
"0. Immigrant","1. High",1999m5,52335,3490137,3542472,.0147736,3504736,.0245011
"0. Immigrant","1. High",1999m6,75626,3369564,3445190,.0219512,3514207,.0246087
"0. Immigrant","1. High",1999m7,87333,3424652,3511985,.0248671,3533699,.0246762
"0. Immigrant","1. High",1999m8,88523,3486982,3575505,.0247582,3565179,.0245763
"0. Immigrant","1. High",1999m9,104046,3534736,3638782,.0285936,3607941,.0242415
"0. Immigrant","1. High",1999m10,87914,3469545,3557459,.0247126,3663088,.0240546
"0. Immigrant","1. High",1999m11,75813,3499637,3575450,.0212038,3712517,.0244904
"0. Immigrant","1. High",1999m12,94141,3522127,3616268,.0260326,3752793,.0249653
"0. Immigrant","1. High",2000m1,100058,3743976,3844034,.0260294,3790682,.0252036
"0. Immigrant","1. High",2000m2,99720,3813991,3913711,.0254797,3823808,.0253809
"0. Immigrant","1. High",2000m3,90584,3856857,3947441,.0229475,3855901,.025334
"0. Immigrant","1. High",2000m4,119823,4034821,4154644,.0288407,3888229,.024978
"0. Immigrant","1. High",2000m5,88586,3908412,3996998,.0221631,3923764,.0249096
"0. Immigrant","1. High",2000m6,102726,3854568,3957294,.0259586,3959776,.0247665
